Tag type: postag

çekmeden 1 < 31 , 1 > 
şeyin 1 < 9 , 6 > 
buldun 1 < 37 , 2 > 
inin 1 < 37 , 1 > 
rapordaki 1 < 21 , 1 > 
buldum 1 < 37 , 3 > 
hayalindeki 1 < 21 , 1 > 
bulduk 1 < 37 , 2 > 
bağırıp 1 < 31 , 3 > 
kuralın 1 < 9 , 1 > 
servet 2 < 19 , 2 > < 9 , 2 > 
hayatımda 1 < 9 , 2 > 
göreceksin 1 < 37 , 1 > 
yapıldığına 1 < 15 , 1 > 
hazırlıyor 1 < 37 , 1 > 
içmeye 1 < 12 , 1 > 
havaalanını 1 < 9 , 1 > 
haftasına 1 < 9 , 1 > 
tercih_etmemesine 1 < 12 , 1 > 
tamam 4 < 37 , 1 > < 31 , 1 > < 19 , 3 > < 9 , 3 > 
yapabileceği 1 < 18 , 1 > 
ardındaki 1 < 21 , 2 > 
insan 1 < 9 , 16 > 
sağladı 1 < 37 , 1 > 
alarak 1 < 31 , 4 > 
takdirini 1 < 9 , 1 > 
otları 1 < 9 , 1 > 
insaf 1 < 9 , 1 > 
küreselleşme 1 < 12 , 1 > 
olduğu 2 < 15 , 18 > < 14 , 23 > 
çekinmesiz 1 < 21 , 1 > 
kuruluşu 1 < 9 , 2 > 
rahatla 1 < 37 , 1 > 
uyuyakaldığını 1 < 15 , 1 > 
şirin'de 1 < 19 , 1 > 
yemekler 1 < 9 , 1 > 
ifadesi 1 < 9 , 3 > 
acaba 1 < 31 , 11 > 
kıskanmanın 1 < 12 , 1 > 
pırıltılarını 1 < 9 , 1 > 
sürdüreceklerini 1 < 17 , 2 > 
hissediyorduk 1 < 37 , 1 > 
öğrenecek 2 < 37 , 1 > < 18 , 1 > 
hissediyordum 1 < 37 , 2 > 
kahramanlarıyla 1 < 9 , 1 > 
işbirliği 1 < 9 , 1 > 
geri_döndükten 1 < 15 , 1 > 
hilmi_özkök'ün 1 < 19 , 1 > 
basamakları 1 < 9 , 1 > 
kkk_uçuş_emniyet_kurulu'nun 1 < 19 , 1 > 
hareket_edebilir 1 < 37 , 1 > 
bıyıkları 1 < 9 , 1 > 
kızlar 1 < 9 , 4 > 
öbürleri 1 < 25 , 1 > 
ayırdedip 1 < 31 , 1 > 
mitolojilere 1 < 9 , 1 > 
yönüne 1 < 9 , 1 > 
şeydi 1 < 37 , 1 > 
seninki 1 < 25 , 1 > 
sofrasının 1 < 9 , 2 > 
i̇mrenmem 1 < 37 , 1 > 
çözülmesine 1 < 12 , 1 > 
bakanlara 1 < 9 , 1 > 
kirlenir 1 < 37 , 1 > 
anneciğim 1 < 9 , 1 > 
kulaklarınıza 1 < 9 , 1 > 
sakın_ha 1 < 35 , 1 > 
konya_kültür_müdürü_necip_mutlu 1 < 19 , 1 > 
bıçakla 1 < 9 , 1 > 
şaşırtıyorsun 1 < 37 , 1 > 
tüsi̇ad 1 < 19 , 1 > 
başlangıçtan 1 < 9 , 1 > 
yakınları 1 < 9 , 3 > 
birisiyse 1 < 37 , 1 > 
havuzu 1 < 9 , 1 > 
harbiden 1 < 9 , 1 > 
payı 1 < 9 , 3 > 
seninle 1 < 29 , 4 > 
boyner 1 < 19 , 1 > 
servis 1 < 9 , 1 > 
ato'nun 1 < 19 , 1 > 
üzre 1 < 9 , 1 > 
erkesinin 1 < 9 , 1 > 
iniş 1 < 9 , 4 > 
ahşap 1 < 21 , 1 > 
kurtaramaz 1 < 37 , 1 > 
uymayan 1 < 11 , 1 > 
otelleri 1 < 9 , 1 > 
gülüyorlar 1 < 37 , 1 > 
doldurmaya 1 < 12 , 3 > 
tavanı 1 < 9 , 1 > 
şirketlerine 1 < 9 , 1 > 
kurulur 1 < 37 , 1 > 
ikisi 1 < 20 , 3 > 
karşılaştığım 1 < 14 , 1 > 
peşinde 1 < 9 , 3 > 
bağımlıların 1 < 20 , 1 > 
hesaplanıyor 1 < 37 , 1 > 
konuşmaz 1 < 37 , 3 > 
haydi_oğlum 1 < 9 , 1 > 
söylenirse 1 < 37 , 2 > 
rahatladım 1 < 37 , 1 > 
nefret_ediyorum 1 < 37 , 1 > 
tahılcı 1 < 21 , 1 > 
yapışmıştı 1 < 37 , 1 > 
açıklamaya 1 < 12 , 1 > 
konuşmam 1 < 12 , 1 > 
parlak 1 < 21 , 3 > 
mevlüt 1 < 9 , 1 > 
okşayan 1 < 11 , 1 > 
kökenine 1 < 9 , 1 > 
romanı 1 < 9 , 2 > 
yaramaz 1 < 21 , 1 > 
beceremezsin 1 < 37 , 1 > 
adıma 1 < 9 , 1 > 
roquefort 1 < 9 , 2 > 
çıkarttılar 1 < 37 , 1 > 
yanlışlığı 1 < 9 , 1 > 
sarmısaktan 1 < 9 , 1 > 
görünmesine 1 < 12 , 1 > 
ilgisiyle 1 < 9 , 1 > 
talep 1 < 9 , 2 > 
tavırdır 1 < 37 , 1 > 
konuşmuş 1 < 37 , 1 > 
sarılık 1 < 9 , 1 > 
taşhan'ın 1 < 19 , 11 > 
büzdü 1 < 37 , 1 > 
refuted 1 < 9 , 1 > 
piyasaları 1 < 9 , 1 > 
hasadının 1 < 9 , 1 > 
frenleyecek 1 < 18 , 1 > 
adına 1 < 9 , 4 > 
barışa 1 < 9 , 2 > 
müthiş 1 < 21 , 1 > 
bademcikleri 1 < 9 , 1 > 
sandığından 1 < 15 , 1 > 
gelirlerinin 1 < 9 , 4 > 
saddam 1 < 19 , 1 > 
çıkmamaya 1 < 12 , 1 > 
hazırlandık 1 < 37 , 1 > 
ödersin 1 < 37 , 1 > 
arctos 1 < 9 , 1 > 
başlamak 1 < 12 , 2 > 
kanıtlarsınız 1 < 37 , 1 > 
içerdiği 1 < 15 , 1 > 
yollamıştı 1 < 37 , 1 > 
ayaklarına 1 < 9 , 1 > 
bindi 1 < 37 , 2 > 
yaptığımı 1 < 15 , 1 > 
durmuş 1 < 37 , 1 > 
oluşturulsun 1 < 37 , 1 > 
görüntülere 1 < 9 , 1 > 
dik_dik 1 < 21 , 2 > 
ülkede 1 < 9 , 1 > 
çalışmaları 1 < 12 , 2 > 
görüntüleri 1 < 9 , 1 > 
birbirleriyle 1 < 25 , 2 > 
polis 1 < 9 , 3 > 
yüzüme 1 < 9 , 6 > 
geometri 1 < 9 , 1 > 
açıklamada 1 < 12 , 2 > 
gülümsemeler 1 < 12 , 3 > 
betimler 1 < 37 , 1 > 
bluzundan 1 < 9 , 1 > 
öncesi 2 < 20 , 1 > < 9 , 1 > 
çobanlık 1 < 9 , 1 > 
anası 1 < 9 , 1 > 
memnun_olmadıklarını 1 < 15 , 1 > 
evimizin 1 < 9 , 1 > 
türkiye 1 < 19 , 19 > 
skoç 1 < 9 , 1 > 
şimdiye 1 < 9 , 3 > 
çalışmalara 1 < 12 , 1 > 
genişleterek 1 < 31 , 1 > 
edindiğim 1 < 14 , 1 > 
ondört 1 < 1 , 1 > 
fena 1 < 21 , 1 > 
getireceğini 1 < 17 , 1 > 
saygıyla 1 < 9 , 1 > 
başbakan_abdullah_gül 1 < 19 , 1 > 
sardı 1 < 37 , 1 > 
gerçekleştirebilme 1 < 12 , 1 > 
ansızın 1 < 31 , 1 > 
çiziyor 1 < 37 , 1 > 
kovaya 1 < 9 , 1 > 
yılının 1 < 9 , 2 > 
noksan 1 < 21 , 1 > 
kuşlarla 1 < 9 , 1 > 
çaba_harcayacaklarını 1 < 17 , 1 > 
içkilerini 1 < 9 , 1 > 
tanığı 1 < 9 , 2 > 
erol'un 1 < 19 , 1 > 
ölüsünü 1 < 9 , 1 > 
patron 1 < 9 , 1 > 
dinginliğine 1 < 9 , 1 > 
genel_müdürdüm 1 < 37 , 1 > 
hatırlamış 1 < 37 , 1 > 
arkasındaki 1 < 21 , 1 > 
yaptığına 1 < 15 , 1 > 
dayanışma_vakıfları 1 < 9 , 1 > 
mekanın 1 < 9 , 1 > 
kurtulamaz 1 < 37 , 1 > 
kafayla 1 < 9 , 1 > 
provokasyon 1 < 9 , 1 > 
algılayan 1 < 11 , 1 > 
yunanlıymış 1 < 37 , 1 > 
belleğin 1 < 9 , 1 > 
bulunduğumuz 1 < 14 , 1 > 
merak_etmiyordur 1 < 37 , 1 > 
oynamayacak 1 < 37 , 1 > 
ayaklarını 1 < 9 , 2 > 
kurmay_albay 1 < 9 , 1 > 
yapmıştık 1 < 37 , 1 > 
işiyle 1 < 9 , 1 > 
batırmaz 1 < 37 , 1 > 
pantolonu 1 < 9 , 6 > 
kurulan 1 < 11 , 4 > 
seviyelerinde 1 < 9 , 1 > 
türkçe'ye 1 < 19 , 2 > 
çekimine 1 < 9 , 1 > 
aramıştım 1 < 37 , 1 > 
baş_etmesi 1 < 12 , 1 > 
gülerken 1 < 31 , 1 > 
sayfasında 1 < 9 , 1 > 
jeolojinin 1 < 9 , 1 > 
bilmediği 1 < 14 , 3 > 
gönderilmedi 1 < 37 , 1 > 
yapısından 1 < 9 , 1 > 
yüzünü 1 < 9 , 2 > 
futbol_federasyonu 1 < 9 , 1 > 
tabağı 1 < 9 , 1 > 
i̇çki 1 < 9 , 2 > 
bilimsel_devrim'le 1 < 19 , 2 > 
kenar_köşe 1 < 9 , 1 > 
merakla 1 < 9 , 5 > 
yanlıştı 1 < 37 , 1 > 
dostun 1 < 9 , 2 > 
yapıyordu 1 < 37 , 4 > 
gözüyle 1 < 9 , 2 > 
kenardan_köşeden 1 < 9 , 1 > 
sızlıyor 1 < 37 , 1 > 
salık 1 < 9 , 1 > 
şirketlerinden 1 < 9 , 1 > 
türetilen 1 < 11 , 1 > 
öğreticidir 1 < 37 , 1 > 
döneminde 1 < 9 , 5 > 
kocabeyoğlu 1 < 19 , 1 > 
bilimsel_devrim'in 1 < 19 , 5 > 
kınamaktan 1 < 12 , 1 > 
feta 1 < 9 , 1 > 
bertrand_russell'ın 1 < 19 , 1 > 
başlayalı 1 < 31 , 1 > 
planladığı 1 < 14 , 1 > 
recep 1 < 19 , 11 > 
kazandırılsın 1 < 37 , 1 > 
merkezlerinde 1 < 9 , 1 > 
yüzünden 1 < 9 , 8 > 
fesada 1 < 9 , 1 > 
gününü_gün_etmek 1 < 12 , 1 > 
feth 1 < 9 , 1 > 
kolektif 1 < 21 , 2 > 
bulamayacağım 1 < 37 , 1 > 
hasta 1 < 9 , 5 > 
bahsedebildim 1 < 37 , 1 > 
yetinmezler 1 < 37 , 1 > 
getirilenler 1 < 37 , 1 > 
sokuyor 1 < 37 , 1 > 
kararlıyım 1 < 37 , 1 > 
seçilmesine 1 < 12 , 1 > 
konuşurken 1 < 31 , 5 > 
hastalanıp 1 < 31 , 1 > 
getirdim 1 < 37 , 4 > 
barışı 1 < 9 , 3 > 
merkezci 2 < 21 , 1 > < 9 , 1 > 
enflasyon 1 < 9 , 2 > 
işliyordu 1 < 37 , 1 > 
yüzüne 1 < 9 , 2 > 
gelince 1 < 31 , 4 > 
tırmanılan 1 < 11 , 1 > 
düzensizliğe 1 < 9 , 1 > 
sigorta 1 < 9 , 1 > 
zorunda_kalmıştır 1 < 37 , 1 > 
pehlivan 1 < 9 , 1 > 
öğleden 1 < 9 , 1 > 
razıydım 1 < 37 , 1 > 
eriklerden 1 < 9 , 1 > 
yaptığını 1 < 15 , 4 > 
hissettiklerinden 1 < 15 , 1 > 
takındığı 1 < 14 , 1 > 
bağlanabiliyor 1 < 37 , 1 > 
heyeti 1 < 9 , 4 > 
kölesinizdir 1 < 37 , 1 > 
konularından 1 < 9 , 1 > 
bağcılar 1 < 19 , 1 > 
zordu 1 < 37 , 2 > 
temizliğe 1 < 9 , 1 > 
elden 1 < 9 , 1 > 
kırgın_oldukları 1 < 15 , 1 > 
başım 1 < 9 , 2 > 
tobb 1 < 9 , 3 > 
uzanarak 1 < 31 , 1 > 
içsel 1 < 21 , 1 > 
soğukkanlılığım 1 < 9 , 1 > 
dosya 1 < 9 , 8 > 
atmış 1 < 21 , 1 > 
yapılırsa 1 < 37 , 1 > 
uygulamaları 1 < 9 , 1 > 
yerinde 2 < 31 , 1 > < 9 , 5 > 
kuruldu 1 < 37 , 1 > 
seviştikten 1 < 15 , 1 > 
yapabileceklerini 1 < 17 , 1 > 
veto_etmesi 1 < 12 , 1 > 
iriydi 1 < 37 , 2 > 
tıklattı 1 < 37 , 1 > 
imeceler 1 < 9 , 1 > 
dolaşıyor 1 < 37 , 2 > 
geçenlerde 1 < 31 , 1 > 
vecdi_gönül 1 < 19 , 1 > 
olmam 2 < 37 , 1 > < 12 , 2 > 
allah_allah 1 < 19 , 1 > 
olmak 1 < 12 , 10 > 
gencecik 1 < 21 , 1 > 
yalın 2 < 21 , 1 > < 9 , 1 > 
heyecanımı 1 < 9 , 1 > 
bazan 1 < 31 , 1 > 
evlerde 1 < 9 , 1 > 
hazırlık 1 < 9 , 1 > 
doldurulmayı 1 < 12 , 1 > 
olmaz 1 < 37 , 18 > 
ikimizin 1 < 20 , 1 > 
amacı 1 < 9 , 2 > 
güneye 1 < 9 , 1 > 
niteliği 1 < 9 , 2 > 
bunalımlar 1 < 9 , 1 > 
bakıyordu 1 < 37 , 6 > 
vurgulamaları 1 < 12 , 1 > 
heyecanını 1 < 9 , 1 > 
tofa 1 < 9 , 1 > 
kulu 1 < 9 , 1 > 
dokunmayı 1 < 12 , 1 > 
milliyet 1 < 9 , 3 > 
iyiler 1 < 20 , 1 > 
omuzlarının 1 < 9 , 1 > 
kuma 1 < 9 , 1 > 
beyoğlu'na 1 < 19 , 1 > 
olup_çıkmıştı 1 < 37 , 1 > 
yediremiyordu 1 < 37 , 1 > 
kahrolur 1 < 37 , 1 > 
alışverişlerde 1 < 9 , 1 > 
cinayetsiz 1 < 21 , 1 > 
tanklar 1 < 9 , 1 > 
gazetecinin 1 < 9 , 2 > 
ihtiyar 1 < 9 , 2 > 
kadar 3 < 38 , 110 > < 31 , 1 > < 9 , 19 > 
yavaşça 1 < 31 , 4 > 
kartvizit 1 < 9 , 1 > 
i̇l 1 < 9 , 1 > 
futbolcu 1 < 9 , 1 > 
patladı 1 < 37 , 1 > 
bilim_ve_ütopya 1 < 9 , 1 > 
keşkeymiş 1 < 37 , 1 > 
çayını 1 < 9 , 1 > 
hastanede 1 < 9 , 1 > 
gülmeye 1 < 12 , 1 > 
evden 1 < 9 , 4 > 
korktuğunuz 1 < 15 , 2 > 
ağustos 1 < 9 , 1 > 
belgin_dorukları 1 < 19 , 1 > 
eli_kulağındaymış 1 < 37 , 1 > 
kuruluşlar 1 < 9 , 3 > 
savunmaya 1 < 12 , 1 > 
geleceğimizin 1 < 9 , 1 > 
gezintisine 1 < 9 , 1 > 
tutunabileceğim 1 < 18 , 1 > 
kahvaltılarını 1 < 9 , 1 > 
cebinden 1 < 9 , 3 > 
gibi 2 < 38 , 174 > < 37 , 6 > 
kategorideki 1 < 21 , 2 > 
i̇stanbul'un 1 < 19 , 1 > 
kalkıyormuşum 1 < 37 , 1 > 
zorlarsam 1 < 37 , 1 > 
mimarların 1 < 9 , 1 > 
dilerim 1 < 37 , 1 > 
bakmalarını 1 < 12 , 1 > 
hıristiyan_demokrat 1 < 9 , 1 > 
başlıyorduk 1 < 37 , 1 > 
filistin 1 < 19 , 1 > 
dokunuşlarını 1 < 12 , 1 > 
ırmak 1 < 9 , 2 > 
damla 1 < 9 , 1 > 
yapısı 1 < 9 , 1 > 
saklayamayacakları 1 < 17 , 1 > 
kaçınılmaz 1 < 21 , 1 > 
pankart 1 < 9 , 1 > 
anımsatarak 1 < 31 , 1 > 
kanalıyla 1 < 9 , 1 > 
evlerin 1 < 9 , 1 > 
meydana_geldiği 1 < 15 , 1 > 
gülmesi 1 < 12 , 1 > 
kül_kedisi 1 < 9 , 1 > 
kesilme 1 < 12 , 1 > 
başkomutanlardan 1 < 9 , 1 > 
gözlem 1 < 9 , 7 > 
kolay_oldu 1 < 37 , 1 > 
esasen 1 < 31 , 2 > 
korkuyordum 1 < 37 , 2 > 
inandırmışsın 1 < 37 , 1 > 
azaltıp 1 < 31 , 1 > 
yetkisi 1 < 9 , 4 > 
şizofrenik 1 < 21 , 1 > 
bankacılık 1 < 9 , 1 > 
kadeh 1 < 9 , 1 > 
tırnaklarının 1 < 9 , 1 > 
kadek 1 < 9 , 1 > 
olurlar 1 < 37 , 1 > 
vereceğiz 1 < 37 , 1 > 
yapının 1 < 9 , 1 > 
zalim 1 < 21 , 2 > 
ihtiyaç 1 < 9 , 1 > 
vatandaşı 1 < 9 , 1 > 
bıçaklarla 1 < 9 , 1 > 
milliyet'te 1 < 19 , 1 > 
ölüler 1 < 9 , 1 > 
yapabiliyorlar 1 < 37 , 1 > 
yasal 1 < 21 , 4 > 
belli_ki 1 < 32 , 2 > 
gerek_yok 1 < 31 , 1 > 
yasak 1 < 9 , 3 > 
seçilmesi 1 < 12 , 1 > 
anlayana 1 < 20 , 1 > 
kendine_gelmişti 1 < 37 , 1 > 
ettirildiğini 1 < 15 , 1 > 
dolması 1 < 9 , 1 > 
anlayabilir 1 < 37 , 1 > 
sözcüğüdür 1 < 37 , 1 > 
özgürlük 1 < 9 , 2 > 
güzelliği 1 < 9 , 1 > 
öykücükler 1 < 9 , 1 > 
başları 1 < 9 , 2 > 
vereceğim 1 < 37 , 1 > 
yatkın 1 < 21 , 2 > 
zekalarından 1 < 9 , 1 > 
gerektirir 1 < 37 , 3 > 
kurt 1 < 9 , 2 > 
direniş 1 < 12 , 1 > 
kuru 1 < 21 , 6 > 
değişime 1 < 9 , 1 > 
çayına 1 < 9 , 1 > 
kişiyi 1 < 9 , 3 > 
kişiye 1 < 9 , 7 > 
i̇lkel 1 < 21 , 1 > 
saygısızlık 1 < 9 , 1 > 
bütçeye 1 < 9 , 5 > 
revüsü 1 < 9 , 1 > 
ödemeler 1 < 9 , 1 > 
dilleri 1 < 9 , 1 > 
atila'lar 1 < 19 , 1 > 
bütçeyi 1 < 9 , 1 > 
doğmaması 1 < 12 , 1 > 
basmamaya 1 < 12 , 1 > 
tanışmamın 1 < 12 , 1 > 
dersiniz 1 < 37 , 1 > 
dalgınlığıma 1 < 9 , 1 > 
keşke 1 < 31 , 8 > 
elbiseli 2 < 21 , 2 > < 20 , 1 > 
i̇şinden 1 < 9 , 1 > 
iptaliyle 1 < 9 , 1 > 
durumdur 1 < 37 , 2 > 
seçtikleri 1 < 14 , 1 > 
dönüşecek 1 < 37 , 1 > 
ayrımında 1 < 9 , 1 > 
peyniridir 1 < 37 , 1 > 
bir_kere 1 < 9 , 3 > 
yaşlarında 1 < 9 , 2 > 
amaca 1 < 9 , 1 > 
kışkırtmasıyla 1 < 12 , 2 > 
izledim 1 < 37 , 3 > 
i̇ş 1 < 9 , 7 > 
yapıyı 1 < 9 , 1 > 
sektörünün 1 < 9 , 1 > 
yiyecektim 1 < 37 , 1 > 
saffet 1 < 19 , 13 > 
gazetede 1 < 9 , 1 > 
beden 1 < 9 , 1 > 
sefahat 1 < 9 , 1 > 
kararlara 1 < 9 , 1 > 
açılmamak 1 < 12 , 1 > 
temmuz 1 < 9 , 1 > 
hissettiği 1 < 14 , 1 > 
yetkili 2 < 20 , 1 > < 9 , 1 > 
savaş 1 < 9 , 8 > 
küsmüş 1 < 37 , 1 > 
teşvik_ediyoruz 1 < 37 , 1 > 
güzellikle 1 < 9 , 1 > 
seben_gölü'ne 1 < 19 , 1 > 
referans 1 < 9 , 3 > 
giysisini 1 < 9 , 1 > 
önlemek 1 < 12 , 1 > 
musun 1 < 36 , 13 > 
savcı 1 < 9 , 2 > 
yeltsin 1 < 19 , 1 > 
i̇nanır 1 < 37 , 2 > 
hislerini 1 < 9 , 1 > 
efendim 1 < 9 , 2 > 
kapana 1 < 9 , 1 > 
kapıldım 1 < 37 , 1 > 
bulduğum 1 < 14 , 1 > 
recep_tayyip_erdoğan'ın_başbakanlığıyla 1 < 9 , 1 > 
ağır_ağır 1 < 21 , 1 > 
gerçekleştirilmesi 1 < 12 , 3 > 
her_ne_kadar 1 < 38 , 1 > 
kaybediyorsun 1 < 37 , 1 > 
damda 1 < 9 , 3 > 
düşürmediği 1 < 14 , 1 > 
saatlerinde 1 < 9 , 1 > 
i̇lkin 1 < 31 , 1 > 
otomobil 1 < 9 , 2 > 
kuve 1 < 9 , 1 > 
olalım 1 < 37 , 1 > 
devam_ettirmenin 1 < 12 , 1 > 
yük_oluyorlar 1 < 37 , 1 > 
teşvik_ediyorum 1 < 37 , 1 > 
savdı 1 < 37 , 1 > 
giir 1 < 9 , 2 > 
kuruluşların 1 < 9 , 2 > 
moral_bozdu 1 < 37 , 1 > 
belalı 1 < 20 , 1 > 
çınlamalarıyla 1 < 12 , 1 > 
söylememiş 1 < 37 , 1 > 
barajın 1 < 9 , 2 > 
düşlerle 1 < 9 , 1 > 
potaya 1 < 9 , 1 > 
yıllık 2 < 21 , 5 > < 9 , 2 > 
çorum 1 < 19 , 1 > 
ilkokul 1 < 9 , 1 > 
dışındaki 1 < 21 , 2 > 
toplumumuza 1 < 9 , 1 > 
beklemesini 1 < 12 , 1 > 
askerinin 1 < 9 , 1 > 
yetkilileri 1 < 9 , 2 > 
türküden 1 < 9 , 1 > 
cinayet 1 < 9 , 12 > 
görevler 1 < 9 , 1 > 
odunların 1 < 9 , 1 > 
basın 1 < 9 , 2 > 
sigaradan 1 < 9 , 2 > 
durgundu 1 < 37 , 1 > 
zenginleri 1 < 20 , 1 > 
tanışıyor 1 < 37 , 1 > 
kendim 1 < 28 , 2 > 
parçalandığı 1 < 15 , 1 > 
bulabilmiş 1 < 21 , 1 > 
kahvaltı 1 < 9 , 1 > 
sırrı 1 < 9 , 1 > 
topu 1 < 9 , 2 > 
şostakoviç 1 < 9 , 1 > 
yazdığın 1 < 14 , 2 > 
kesilmişti 1 < 37 , 1 > 
yüzeyinde 1 < 9 , 1 > 
üç_kasım_seçimlerinin 1 < 9 , 1 > 
yetişemediğini 1 < 15 , 1 > 
okursa 1 < 37 , 1 > 
teypte 1 < 9 , 2 > 
görüşülerek 1 < 31 , 1 > 
özetliyordu 1 < 37 , 2 > 
i̇lkokul 1 < 9 , 1 > 
ününü 1 < 9 , 1 > 
beyan_ettiği 1 < 15 , 1 > 
anladım 1 < 37 , 3 > 
kenarda 1 < 9 , 2 > 
düşünenler 1 < 37 , 1 > 
thy'nin 1 < 19 , 1 > 
olanaksızdır 1 < 37 , 1 > 
kuzu 1 < 9 , 1 > 
geceliğinin 1 < 20 , 1 > 
ankara_büyükelçiliği 1 < 9 , 1 > 
tersine_dönmüş 1 < 37 , 1 > 
finansmanı 1 < 9 , 1 > 
babamla 1 < 9 , 3 > 
dizlerine 1 < 9 , 3 > 
sebebini 1 < 9 , 1 > 
ikramiyeden 1 < 9 , 1 > 
beyefendi 1 < 9 , 1 > 
köşe 1 < 9 , 1 > 
kabul_ediliyor 1 < 37 , 1 > 
kararlı 2 < 21 , 1 > < 20 , 1 > 
almaktan 1 < 12 , 1 > 
sokuldukça 1 < 31 , 1 > 
bakışın 1 < 37 , 1 > 
tanınmak 1 < 12 , 1 > 
avrupalılara 1 < 20 , 1 > 
bazlı 1 < 21 , 1 > 
eşine 1 < 9 , 1 > 
doğan_güreş 1 < 19 , 1 > 
dinlenmesine 1 < 12 , 1 > 
eşini 1 < 9 , 2 > 
liraya 1 < 9 , 4 > 
alabiliriz 1 < 37 , 1 > 
çakıştıran 1 < 11 , 1 > 
terk_etmedim 1 < 37 , 1 > 
kocasının 1 < 9 , 1 > 
evrenin 1 < 9 , 5 > 
aklı_fikri 1 < 9 , 1 > 
yükseltti 1 < 37 , 2 > 
ayak 1 < 9 , 3 > 
rastlıyor 1 < 37 , 1 > 
okurum 1 < 37 , 1 > 
şartsız 1 < 21 , 1 > 
okurun 1 < 9 , 1 > 
genetik 1 < 9 , 2 > 
ait_olduğunun 1 < 15 , 1 > 
değerleri 1 < 9 , 1 > 
davranırdı 1 < 37 , 1 > 
acılı 1 < 21 , 1 > 
kuramların 1 < 9 , 1 > 
gitar 1 < 9 , 1 > 
giremedi 1 < 37 , 1 > 
etkili 2 < 21 , 1 > < 20 , 2 > 
edilmiştir 1 < 37 , 1 > 
senedir 1 < 31 , 1 > 
silme 1 < 12 , 1 > 
ihtiyacım_olacaktı 1 < 37 , 1 > 
oniki_aralık'a 1 < 19 , 1 > 
kapalı 1 < 21 , 5 > 
uğrar 1 < 37 , 1 > 
radyoda 1 < 9 , 1 > 
üretim 1 < 9 , 2 > 
sözünü_ettikleri 1 < 15 , 1 > 
parçacıklarla 1 < 9 , 1 > 
suları 1 < 9 , 4 > 
kalırsa 1 < 37 , 1 > 
uzatıp 1 < 31 , 2 > 
ekonomisiyle 1 < 9 , 1 > 
siler 1 < 37 , 1 > 
kullanılmaz 1 < 37 , 1 > 
yanılmadığımı 1 < 15 , 1 > 
doğruluğu 1 < 9 , 2 > 
büyüklerine 1 < 20 , 1 > 
ayda 1 < 9 , 1 > 
saklayamazlardı 1 < 37 , 1 > 
belindeki 1 < 21 , 1 > 
yıkıldım 1 < 37 , 1 > 
kıçüstü 1 < 9 , 1 > 
alınacağı 1 < 18 , 1 > 
tanıkları 1 < 9 , 1 > 
rezil_olacak 1 < 37 , 1 > 
yuvarlak 1 < 21 , 3 > 
hukuksal 1 < 21 , 2 > 
ölmüş 2 < 37 , 2 > < 21 , 1 > 
ufak_tefek 1 < 34 , 1 > 
bıyıklı 2 < 21 , 1 > < 20 , 1 > 
hayoşmuş 1 < 37 , 1 > 
kapanı 1 < 20 , 1 > 
çıkabilirim 1 < 37 , 1 > 
ilerleme 1 < 12 , 1 > 
ayağımıza 1 < 9 , 1 > 
tanrısal 1 < 20 , 1 > 
netice 1 < 9 , 1 > 
sonrasında 2 < 20 , 2 > < 9 , 1 > 
fizik 1 < 9 , 2 > 
yoksulluğa 1 < 9 , 1 > 
zenginlik 1 < 9 , 2 > 
bir_ikisinin 1 < 20 , 1 > 
dokümanlara 1 < 9 , 1 > 
pancar 1 < 9 , 1 > 
durumdan 1 < 9 , 1 > 
lirası 1 < 9 , 1 > 
allah'tan 1 < 19 , 1 > 
tepkiyle 1 < 9 , 1 > 
birleştirip 1 < 31 , 2 > 
başlamalı 1 < 37 , 1 > 
murat_öğretmen 1 < 9 , 1 > 
çırpınıyor 1 < 37 , 1 > 
alçak 1 < 21 , 1 > 
yarar 1 < 37 , 1 > 
oluyoruz 1 < 37 , 1 > 
bekledi 1 < 37 , 2 > 
görüşmekten 1 < 12 , 1 > 
uyması 1 < 12 , 1 > 
vah'lara 1 < 9 , 1 > 
yukarı 2 < 38 , 1 > < 21 , 3 > 
canlılar 2 < 20 , 1 > < 9 , 1 > 
protestan 1 < 19 , 1 > 
zübeyde_hala'nın 1 < 19 , 1 > 
çarptı 1 < 37 , 1 > 
aysun_hanım'la 1 < 19 , 1 > 
kuramının 1 < 9 , 2 > 
satışlarda 1 < 12 , 1 > 
düşkırıklığına 1 < 9 , 1 > 
silip 1 < 31 , 1 > 
kredisi 1 < 9 , 1 > 
doğuştan 1 < 12 , 3 > 
risk 1 < 9 , 5 > 
titremesi 1 < 12 , 1 > 
türbe 1 < 9 , 1 > 
işadamlarına 1 < 9 , 1 > 
ayına 1 < 9 , 1 > 
yaparım 1 < 37 , 3 > 
duyuldu 1 < 37 , 1 > 
kenarlarına 1 < 9 , 1 > 
mithatpaşa'daki 1 < 33 , 1 > 
rp'nin 1 < 19 , 1 > 
türkü 1 < 9 , 1 > 
görünüyordu 1 < 37 , 4 > 
uyanır_uyanmaz 1 < 37 , 1 > 
i̇kilinin 1 < 9 , 1 > 
sürdüğü 1 < 14 , 1 > 
işletme 1 < 12 , 1 > 
odasında 1 < 9 , 1 > 
ellibes_sent 1 < 9 , 1 > 
döndürülmüş 1 < 21 , 1 > 
üretti 1 < 37 , 1 > 
beğenmezsiniz 1 < 37 , 1 > 
